Part number,Description,UOM,QTY,Unit Price,Picture,,,,,,,,,,,,,
M18 FSX-0C,M18 FUEL SUPER SAWZALL,EACH,1," 1,766,773.01 ",Picture,,,,,,,,,,,,,
M18 FSZ-0X0,M18 FUEL Sawzall Gen2,EACH,1," 1,268,812.89 ",Picture,,,,,,,,,,,,,
SSPE 1500X,1500ÿWÿSuperÿSAWZALL?,EACH,1," 1,448,881.06 ",Picture,,,,,,,,,,,,,
C12 RT-0,M12 Rotary Tool,EACH,1," 314,438.02 ",Picture,,,,,,,,,,,,,
M12 CHZ-401B,M12 Fuel Hackzall,EACH,1," 1,017,299.47 ",Picture,,,,,,,,,,,,,
M12 FCOT-0X,M12 Fuel Cut Off Tool,EACH,1," 693,613.27 ",Picture,,,,,,,,,,,,,
M18 DBSC,M18 Dual Bay Super Charger,EACH,1," 1,248,503.89 ",Picture,,,,,,,,,,,,,
M18 PC6,M18? 6-Bay PACKOUT? Fast Charger,EACH,1," 1,387,226.55 ",Picture,,,,,,,,,,,,,
C12C BULK,M12 Normal Charger,EACH,1," 118,032.31 ",Picture,,,,,,,,,,,,,
M12 TC-0,M12 Travel Charger,EACH,1," 169,337.31 ",Picture,,,,,,,,,,,,,
M12-18C BULK,M12-18 Normal Charger,EACH,1," 163,933.77 ",Picture,,,,,,,,,,,,,
M12-18C3,M18 & M12 Rapid Charger Station,EACH,1," 778,377.60 ",Picture,,,,,,,,,,,,,
M12-18FC,M12-18 Fast Charger,EACH,1," 269,717.45 ",Picture,,,,,,,,,,,,,
M12-18SC,M12-18 Super Charger,EACH,1," 932,216.24 ",Picture,,,,,,,,,,,,,
M18 BBL-0,M18 Blower,EACH,1," 499,295.02 ",Picture,,,,,,,,,,,,,
M18 CV-0,M18 Compact Vacuum,EACH,1," 698,545.64 ",Picture,,,,,,,,,,,,,
M18 FPOVCL-0,"M18 FUEL PACKOUT Wet/Dry Vacuum, ASIA version",EACH,1," 1,269,466.43 ",Picture,,,,,,,,,,,,,
M18 FVC23L-0,M18 FUEL 23L Wet/Dry Vacuum,EACH,1," 3,051,898.41 ",Picture,,,,,,,,,,,,,
M18 VC-2-0,M18 Vacuum Cleaner Gen2,EACH,1," 786,882.10 ",Picture,,,,,,,,,,,,,
M12 BBL-0,M12 Compact Spot Blower,EACH,1," 378,558.71 ",Picture,,,,,,,,,,,,,
M18 FCOS230-0G0,M18 FUEL 230mm Cut Off Saw,EACH,1," 3,154,886.11 ",Picture,,,,,,,,,,,,,
M18 FH-0X0,M18 Gen 2 Fuel 26mm SDS +Rotary Hammer ASIA version,EACH,1," 1,498,204.67 ",Picture,,,,,,,,,,,,,
M18 FHM-0C0,M18 Fuel 8 kg SDS-Max Drilling & Breaking Hammer,EACH,1," 5,593,297.44 ",Picture,,,,,,,,,,,,,
M18 FHP-0X0,M18 Fuel 32mm SDS+ Rotary Hammer Bare ASIA version,EACH,1," 1,997,606.23 ",Picture,,,,,,,,,,,,,
DD2E 1020 GX,1020 W 2-SPEED PERCUSSION DRILL,EACH,1," 660,566.46 ",Picture,,,,,,,,,,,,,
M18 BDD-202C,"M18 Brushed Gen2 1/2"" Drill Driver",EACH,1," 831,719.38 ",Picture,,,,,,,,,,,,,
M18 BPD-0C,"M18 Brushed Gen2 1/2"" Hammer Drill Driver",EACH,1," 434,373.93 ",Picture,,,,,,,,,,,,,
M18 BRAID-0,M18 18V Lithium-Ion Cordless 1/4 in. Hex 2-Speed Right Angle Impact Driver,EACH,1," 928,000.00 ",Picture,,,,,,,,,,,,,
M18 BRAIW-0,"M18? Cordless 2-Speed 3/8"" Right Angle Impact Wrench",EACH,1," 1,310,574.96 ",Picture,,,,,,,,,,,,,
M18 FDD3-0X,M18 Fuel Drill Driver Gen4,EACH,1," 1,077,614.54 ",Picture,,,,,,,,,,,,,
M18 FPD3-0X0,M18 Fuel Percussion Drill Gen4,EACH,1," 1,102,652.05 ",Picture,,,,,,,,,,,,,
M18 FPMC-0 ,M18 Fuel Mud Mixer w/ Chuck,EACH,1," 1,078,953.98 ",Picture,,,,,,,,,,,,,
M18 FQID-0,M18 Fuel 1/4'' Hex Hydraulic Impact Driver with double end bit,EACH,1," 1,310,158.41 ",Picture,,,,,,,,,,,,,
C12 RAD-0B,M12 Sub Compact Right Angle Drill,EACH,1," 380,669.45 ",Picture,,,,,,,,,,,,,
M12 BDD-202C,M12 Brushed Gen2 Drill Driver ,EACH,1," 635,091.74 ",Picture,,,,,,,,,,,,,
M12 BPD-0,M12 Brushed Gen2 Hammer Drill,EACH,1," 347,567.76 ",Picture,,,,,,,,,,,,,
M12 BRAID-0,"M12 1/4""  Hex Right Angle Impact Driver",EACH,1," 655,079.20 ",Picture,,,,,,,,,,,,,
M12 FDD2-0X,M12 FUEL Drill Driver Gen 3,EACH,1," 696,135.16 ",Picture,,,,,,,,,,,,,
M12 FPD2-0X,M12 FUEL Hammer Drill Gen 3,EACH,1," 760,006.61 ",Picture,,,,,,,,,,,,,
M12ÿFDDXKIT-0X,M12 Fuel Installation Drill/Driver with all attachment,EACH,1," 971,058.58 ",Picture,,,,,,,,,,,,,
M18 BIW12-0C,"M18 Brushed Gen2 1/2"" Impact Wrench w/Multi Fit",EACH,1," 505,054.04 ",Picture,,,,,,,,,,,,,
M18 FHIW2F12-0X0 ASIA," GEN 3 M18 FUEL 1/2"" HIGH TORQUE IMPACT WRENCH, w/ Friction Ring",EACH,1," 1,942,117.17 ",Picture,,,,,,,,,,,,,
M18 FHIWF1R-0C0,"M18 FUEL? 1"" Railway Impact Wrench ",EACH,1," 2,774,453.10 ",Picture,,,,,,,,,,,,,
M18 FID3-0X0,M18 FUEL Impact Driver (Gen4) w/ Double End Bit Gen 4,EACH,1," 1,200,000.00 ",Picture,,,,,,,,,,,,,
M18 FIW2F12-0 ,"M18 FUEL 1/2"" IMPACT WRENCH W/ FRICTION RING, Packed in giftbox, ASIA '0' version",EACH,1," 800,000.00 ",Picture,,,,,,,,,,,,,
M18 FIW2F12-0C0,"M18 FUEL 1/2"" IMPACT WRENCH W/ FRICTION RING, Pakced in BMC, ASIA '0' version",EACH,1," 712,109.63 ",Picture,,,,,,,,,,,,,
M18 FIW2F38-0,"M18 FUEL? 3/8"" Compact Impact Wrench",EACH,1," 661,244.65 ",Picture,,,,,,,,,,,,,
M18 FMTIW2F12-0,M18 FUEL? «? Mid Torque Impact Wrench,EACH,1," 1,431,617.80 ",Picture,,,,,,,,,,,,,
M18 FMTIW2F12-0X0,M18 FUEL? «? Mid Torque Impact Wrench,EACH,4," 1,548,144.83 ",Picture,,,,,,,,,,,,,
M18 FRT-0X0,M18 FUEL Rivet Tool,EACH,1," 2,097,486.54 ",Picture,,,,,,,,,,,,,
M18 ONEFHIWF1(A)-0X,M18 Fuel 1'' High Torque Impact Wrench w/ friction Ring,EACH,1," 2,712,798.58 ",Picture,,,,,,,,,,,,,
M18 ONEFHIWF1D(A)-0C0,M18 FUEL? D-Handle 1? High Torque Impact Wrench w/ Ext Anvil,EACH,1," 3,551,907.47 ",Picture,,,,,,,,,,,,,
M18 ONEFHIWF1DS-0C0,M18 FUEL? D-Handle 1? High Torque Impact Wrench w/ Short Anvil,EACH,1," 3,651,488.55 ",Picture,,,,,,,,,,,,,
M18 ONEFHIWF34-0X,"M18 FUEL 3/4'' High Torque Impact Wrench, w/Friction Ring",EACH,1," 2,280,411.41 ",Picture,,,,,,,,,,,,,
M12 BIW12-202C,"M12 Brushed Gen2 1/2"" Impact Wrench",EACH,1," 853,193.65 ",Picture,,,,,,,,,,,,,
M12 BPRT-0C,M12 Rivet Tool,EACH,1," 1,068,889.13 ",Picture,,,,,,,,,,,,,
M12 CD-202C,M12 Fuel Screwdriver,EACH,1," 779,481.67 ",Picture,,,,,,,,,,,,,
M12 FHIR14-0B,"M12 FUEL? 1/4"" High Speed Ratchet",EACH,1," 898,922.80 ",Picture,,,,,,,,,,,,,
M12 FHIR38-0B,"M12 FUEL? 3/8"" High Speed Ratchet",EACH,1," 873,182.04 ",Picture,,,,,,,,,,,,,
M12 FHIR38LR-0 ,"M12 FUEL? 3/8"" Extended Reach High Speed Ratchet",EACH,1," 893,990.44 ",Picture,,,,,,,,,,,,,
M12 FID-0C,"M12 FUEL 1/4"" HEX Impact Driver w/double end bit",EACH,1," 729,980.19 ",Picture,,,,,,,,,,,,,
M12 FID2-0X,"M12 FUEL 1/4"" Hex Impact Driver Bare Tool",EACH,1," 861,005.28 ",Picture,,,,,,,,,,,,,
M12 FIR12-0,M12 Fuel 1/2'' Impact Ratchet,EACH,1," 1,189,254.89 ",Picture,,,,,,,,,,,,,
M12 FIR38-0,M12 Fuel 3/8'' Impact Ratchet,EACH,1," 1,055,515.16 ",Picture,,,,,,,,,,,,,
M12 FIW2F12-0X0 ,"M12 Gen 3 1/2? Fuel Compact Impact Wrench with Friction Ring  ""0"" , dynacase pack, ASIA Version ",EACH,1," 1,048,126.73 ",Picture,,,,,,,,,,,,,
M12 FIW2F38-0 ,"M12 Gen 3 3/8? Fuel Compact Impact Wrench with Friction Ring ""0"" ASIA Version",EACH,1," 955,644.96 ",Picture,,,,,,,,,,,,,
M12 FIW38-0,"M12 FUEL? 3/8"" Compact Impact Wrench",EACH,1," 631,958.76 ",Picture,,,,,,,,,,,,,
M12 FIWF12-0C0,"M12 FUEL Gen II 1/2"" Impact Wrench (w/ friction ring)",EACH,1," 828,408.44 ",Picture,,,,,,,,,,,,,
M12 FPTR-0,M12 FUEL INSIDER PASS-THOUGH RATCHET ,EACH,1," 1,310,158.41 ",Picture,,,,,,,,,,,,,
M12 FRAIWF12-0B,"M12 FUEL 1/2"" Right Angle Impact Wrench (w/Friction ring)",EACH,1," 1,134,443.04 ",Picture,,,,,,,,,,,,,
M12 IR-202B,"M12 3/8"" Impact Rachet",EACH,1," 983,208.47 ",Picture,,,,,,,,,,,,,
M12 ONEFTR12-0C,"M12 FUEL 1/2"" ONEKEY Impact Torque Ratchet",EACH,1," 5,143,836.04 ",Picture,,,,,,,,,,,,,
M12 ONEFTR38-0C0,"M12 FUEL 3/8"" Digital Torque Wrench Bare Tool",EACH,1," 2,928,589.38 ",Picture,,,,,,,,,,,,,
M4 D-202C,M4 Drill Driver ,EACH,1," 612,275.25 ",Picture,,,,,,,,,,,,,
49-16-2864,"M18 FUEL 3/4"" High Torque Impact Wrench Protective Boot",EACH,1," 188,816.95 ",Picture,,,,,,,,,,,,,
49-16-2867B,"Rubber Boot For M18 FUEL 1"" HTIW",EACH,1," 196,523.76 ",Picture,,,,,,,,,,,,,
M18 AF-0,M18 Air Fan,EACH,1," 522,830.27 ",Picture,,,,,,,,,,,,,
M18 AFG2-0,"M18 Air Fan G2, giftbox pack, APJ '0' version
without AC cable",EACH,1," 647,372.39 ",Picture,,,,,,,,,,,,,
M18 ARFHP-0,M18 High Velocity Air Fan APJ,EACH,1," 1,972,944.42 ",Picture,,,,,,,,,,,,,
M18 JSSP-0,M18 Jobsite Speaker,EACH,1," 770,681.42 ",Picture,,,,,,,,,,,,,
M18 PRC-0,M18 PACKOUT Radio Charger,EACH,1," 2,003,771.68 ",Picture,,,,,,,,,,,,,
M12 AF-0,"M12 Air Fan, ASIA version",EACH,1," 456,243.40 ",Picture,,,,,,,,,,,,,
M12 RC-0,"M12 Radio Charger, ASIA version",EACH,1," 801,508.67 ",Picture,,,,,,,,,,,,,
M12 SPEJSG2-0 ,M12 BT Jobsite Speaker w/ PACKOUT Compatibility,EACH,1," 616,545.13 ",Picture,,,,,,,,,,,,,
M12-18 JSSP-0,M12-18 Jobsite Speaker,EACH,1," 986,472.21 ",Picture,,,,,,,,,,,,,
M18 ALIS-0,"M18 Service Area Light, APJ version ",EACH,1," 332,934.37 ",Picture,,,,,,,,,,,,,
M18 HOSALC-0,"M18 High Output Stand Area Light Charger, ASIA version",EACH,1," 2,339,172.23 ",Picture,,,,,,,,,,,,,
M18 PAL2-0,"M18 Pivoting Area Light G2, APJ '0' version",EACH,1," 770,681.42 ",Picture,,,,,,,,,,,,,
M18 SAL2-0,M18 Led Stand Light G2,EACH,1," 1,556,776.46 ",Picture,,,,,,,,,,,,,
M18 SLED-0,M18 Spot Light,EACH,1," 780,780.00 ",Picture,,,,,,,,,,,,,
M18 UBL-0,M18 Utility Light,EACH,1," 1,621,620.00 ",Picture,,,,,,,,,,,,,
M12 CML-0 APJ,M12 Color Matching Light,EACH,1," 493,236.11 ",Picture,,,,,,,,,,,,,
M12 PAL-0,M12 Pivoting Area Light,EACH,1," 283,610.76 ",Picture,,,,,,,,,,,,,
M12 POAL-0,M12 Packout light '0' Asia Version,EACH,1," 709,026.90 ",Picture,,,,,,,,,,,,,
M12 UCL-0 APJ,M12 Undercarriage Light,EACH,1," 863,163.19 ",Picture,,,,,,,,,,,,,
M12 UHL-0,M12 Under Hood Light,EACH,1," 709,026.90 ",Picture,,,,,,,,,,,,,
IR FL500,Internal Rechargeable Flashlight 500 Lumens,EACH,1," 274,362.58 ",Picture,,,,,,,,,,,,,
IR PL250,"Internal Rechargeable Penlight 250 Lumens, ASIA version",EACH,1," 268,197.13 ",Picture,,,,,,,,,,,,,
L4 FFL-301,"L4 FOLDING FLOODLIGHT, ASIA VERSION, W/L4B3 BATTERY WITH 
USB TYPE C DESIGN CHANGE",EACH,1," 339,099.82 ",Picture,,,,,,,,,,,,,
L4 FL2000-301,"L4 Flash light 2000lumens w/ L4B3 battery, USB-C Cable, ASIA VERSION",EACH,1," 468,574.30 ",Picture,,,,,,,,,,,,,
L4 FL-301,"L4 FLOODLIGHT, ASIA VERSION, W/L4B3 BATTERY WITH USB TYPE C DESIGN CHANGE",EACH,1," 300,300.00 ",Picture,,,,,,,,,,,,,
L4 FMLED-301,"L4 Fixed Beam Compact LED Flashlight, ASIA Version, w/L4B3 battery with Type C",EACH,1," 339,099.82 ",Picture,,,,,,,,,,,,,
L4 HL2-301,REDLITHIUM USB Hard Hat Headlamp,EACH,1," 339,099.82 ",Picture,,,,,,,,,,,,,
L4 HLRP-301,USB Rear Battery Headlamp ASIA version WITH USB TYPE C DESIGN CHANGE,EACH,1," 369,927.08 ",Picture,,,,,,,,,,,,,
L4 HSL-301 ASIA,"REDLITHIUM USB Rechargeable Utility Hot Stick Light, giftbox pack, ASIA '0' version",EACH,1," 431,581.59 ",Picture,,,,,,,,,,,,,
L4 NL400-301,REDLITHIUM?USB Neck Light,EACH,1," 425,416.14 ",Picture,,,,,,,,,,,,,
L4 SL550-301 ASIA,RELITHIUM? USB Stick Light 550 Lumens,EACH,1," 554,890.62 ",Picture,,,,,,,,,,,,,
L4 TMLED-301,"L4 Twist Focus LED Flashlight, ASIA Version, w/L4B3 battery with Type C",EACH,1," 385,340.71 ",Picture,,,,,,,,,,,,,
M18 BMS20-0,M18 Compact Metal Shear,EACH,1," 1,336,361.58 ",Picture,,,,,,,,,,,,,
M18 CBS125-0C0,M18 Fuel Deep Cut Band Saw,EACH,1," 1,743,760.42 ",Picture,,,,,,,,,,,,,
M18 FBS125-0C0,"M18 FUEL? DEEP CUT BAND SAW GEN 2 BARE, ASIA VERSION",EACH,1," 1,710,912.74 ",Picture,,,,,,,,,,,,,
M18 FDGRB-0X0,"M18 FUEL? Die Grinder, slide switch BARE, ASIA version",EACH,1," 1,294,744.78 ",Picture,,,,,,,,,,,,,
M18 FDGROVB,"M18 FUEL? Die Grinder, Paddle switch BARE",EACH,1," 1,875,378.96 ",Picture,,,,,,,,,,,,,
M18 FHSAG150XPDB-0X0,M18 FUEL High Performance 150mm Braking Grinder with paddle switch,EACH,1," 1,460,595.42 ",Picture,,,,,,,,,,,,,
M18 FHSAG150XPDB2-0X0,M18 FUEL High Performance 150mm Braking Grinder with paddle switch (Gen 2),EACH,1," 1,479,708.32 ",Picture,,,,,,,,,,,,,
M18 FLAG230XPDB-0C,M18 FUEL Large Angle Grinder,EACH,1," 1,892,971.08 ",Picture,,,,,,,,,,,,,
M18 FMCS-0X,M18 FUEL? METAL SAW,EACH,1," 1,403,025.62 ",Picture,,,,,,,,,,,,,
M18 FMCS66-0B0,M18 Fuel 203mm Metal Circular Saw,EACH,1," 2,914,840.42 ",Picture,,,,,,,,,,,,,
M18 FMDP-0C0,M18 FUEL Magnetic Drill,EACH,1," 6,187,005.99 ",Picture,,,,,,,,,,,,,
M18 FNB35-0X,M18 FUEL 10GA Nibbler Bare Tool,EACH,1," 2,466,180.53 ",Picture,,,,,,,,,,,,,
M18 FSAG100XB-0X0,M18 FUEL? 100mm Braking Angle Grinder slide switch ,EACH,1," 827,711.84 ",Picture,,,,,,,,,,,,,
M18 FSAG125XPDB-0X0,M18 FUEL? 125mm Braking Angle Grinder paddle switch ,EACH,15," 919,268.79 ",Picture,,,,,,,,,,,,,
M18 FSAGF125XPDB-0X0,M18 FUEL 125MM Flathead Braking Grinder Paddle Switch,EACH,1," 1,093,134.52 ",Picture,,,,,,,,,,,,,
M18 FSAGV125XPDB-0X0,M18 FUEL? 125mm Braking Variable Speed Angle Grinder paddle switch ,EACH,1," 945,163.69 ",Picture,,,,,,,,,,,,,
M18FAP180,M18 FUEL 18V Lithium-Ion Brushless Cordless 7 in. Variable Speed Polisher,EACH,1," 1,880,598.96 ",Picture,,,,,,,,,,,,,
M12 FBS64-0C,M12 FUEL? COMPACT BANDSAW BARE,EACH,1," 1,140,608.50 ",Picture,,,,,,,,,,,,,
MXF C,MX Fuel Charger,EACH,1," 2,497,007.79 ",Picture,,,,,,,,,,,,,
MXF COS350-0G0,MX FUEL 14'' Cut-off Saw,EACH,1," 9,988,031.15 ",Picture,,,,,,,,,,,,,
MXF COS350G2-0,MX FUEL Gen 2 350mm Cut-Off Saw ASIA Version,EACH,1," 11,521,687.17 ",Picture,,,,,,,,,,,,,
MXF CP203,MX Fuel 1P Battery Pack,EACH,1," 3,537,427.70 ",Picture,,,,,,,,,,,,,
MXF DCD150-0C0,MX FUEL Diamond Core Drill,EACH,1," 9,155,695.22 ",Picture,,,,,,,,,,,,,
MXF DH2528H-0G0,MX FUEL Demolition Breaker,EACH,1," 24,970,077.88 ",Picture,,,,,,,,,,,,,
MXF DHT,MX FUEL Breaker Trolley EMEA Version,EACH,1," 2,497,007.79 ",Picture,,,,,,,,,,,,,
MXF DR255TV,MX FUEL Diamond Core Drill Stand EMEA Version,EACH,1," 9,155,695.22 ",Picture,,,,,,,,,,,,,
MXF HD812,MX FUEL FORGE HD812 Battery,EACH,1," 11,097,812.39 ",Picture,,,,,,,,,,,,,
MXF PC50-0,MX FUEL Plate Compactor APJ Version,EACH,1," 26,973,849.56 ",Picture,,,,,,,,,,,,,
MXF PS-0G0,MX FUEL PORTABLE POWER SUPPLY CN '0' VERSION,EACH,1," 10,789,539.82 ",Picture,,,,,,,,,,,,,
MXF TL-0G0,MX FUEL TOWER LIGHT CN '0' VERSION,EACH,1," 26,973,849.56 ",Picture,,,,,,,,,,,,,
MXF TLIC-0,"MXF Compact Tower Light, APJ version",EACH,1," 6,936,132.74 ",Picture,,,,,,,,,,,,,
MXF XC406,MX Fuel 2P Battery Pack,EACH,1," 6,242,519.47 ",Picture,,,,,,,,,,,,,
MXF XC608,MX FUEL FORGE XC608 Battery,EACH,1," 8,092,154.87 ",Picture,,,,,,,,,,,,,
M18 BPFP-CST,M18 SWITCH TANK 15L BACKPACK CHEMICAL TANK,EACH,1," 1,132,901.68 ",Picture,,,,,,,,,,,,,
M18 BPFPH-0,M18 SWITCH TANK 15L BACKPACK POWER BASE,EACH,1," 1,132,901.68 ",Picture,,,,,,,,,,,,,
M18 BPFP-WST,M18 BRUSHED SWITCH TANK BACKPACK - Water Sprayer Tank ,EACH,1," 906,321.35 ",Picture,,,,,,,,,,,,,
M18 CHT-0,M18 FUEL? HEDGE TRIMMER 60 CM,EACH,1," 1,233,090.27 ",Picture,,,,,,,,,,,,,
M18 F2BL-0,M18 FUEL? Dual Battery Blower,EACH,1," 1,510,535.58 ",Picture,,,,,,,,,,,,,
M18 F2BPB-0,M18 FUEL? Dual-Battery Backpack Blower,EACH,1," 2,466,180.53 ",Picture,,,,,,,,,,,,,
M18 F2CHS50-0,M18 FUEL? DUAL BATTERY 508 mm (20?) CHAINSAW,EACH,1," 3,067,312.04 ",Picture,,,,,,,,,,,,,
M18 F2GTR-0,M18? Fuel Dual Battery Grass Trimmer 432mm (17''),EACH,1," 2,096,253.45 ",Picture,,,,,,,,,,,,,
M18 F2LM53-0 ,"M18 FUEL 533MM (21"") Self-Propelled Dual Battery Mower",EACH,1," 6,165,451.33 ",Picture,,,,,,,,,,,,,
M18 FBCU-0,M18? FUEL BRUSH CUTTER & STRING TRIMMER,EACH,1," 2,125,231.07 ",Picture,,,,,,,,,,,,,
M18 FBL-0,M18 FUEL? Gen2 Blower,EACH,1," 817,296.48 ",Picture,,,,,,,,,,,,,
M18 FBLG3-0,M18 FUEL? Blower  Gen 3 ,EACH,1," 878,576.81 ",Picture,,,,,,,,,,,,,
M18 FCHS-0G0,M18 FUEL Chainsaw,EACH,1," 1,820,944.13 ",Picture,,,,,,,,,,,,,
M18 FHET60G2-0,M18 Fuel ? GEN 2 Hedge Trimmer,EACH,1," 1,695,499.12 ",Picture,,,,,,,,,,,,,
M18 FHS20-0B0,M18 Fuel Hatchet Pruning Saw 200mm (8?),EACH,1," 1,418,053.81 ",Picture,,,,,,,,,,,,,
M18 FOPH-0,M18 FUEL Power Head,EACH,1," 1,398,324.36 ",Picture,,,,,,,,,,,,,
M18 FOPH-BBA,M18 FUEL QUIK-LOK? - Bristle Brush Attachment,EACH,1," 1,294,744.78 ",Picture,,,,,,,,,,,,,
M18 FOPH-BCA,M18 FUEL QUIK-LOK? - Brush Cutter Attachment,EACH,1," 678,199.65 ",Picture,,,,,,,,,,,,,
M18 FOPH-CSA,M18 FUEL QUIK-LOK?-Chain Saw Attachment,EACH,1," 978,827.05 ",Picture,,,,,,,,,,,,,
M18 FOPH-EA,M18 FUEL QUIK-LOK?-Edger Attachment,EACH,1," 804,036.51 ",Picture,,,,,,,,,,,,,
M18 FOPH-EXA,M18 FUEL QUIK-LOK?-EXTENSION Attachment,EACH,1," 384,539.20 ",Picture,,,,,,,,,,,,,
M18 FOPH-HTA,M18 FUEL QUIK-LOK?-Hedge Trimmer Attachment,EACH,1," 1,083,701.38 ",Picture,,,,,,,,,,,,,
M18 FOPH-LTA,M18 FUEL QUIK-LOK?-Line Trimmer Attachment,EACH,1," 769,078.40 ",Picture,,,,,,,,,,,,,
M18 FOPH-RBA ,M18 FUEL QUIK-LOK? - Rubber Broom Attachment,EACH,1," 1,356,399.29 ",Picture,,,,,,,,,,,,,
M18 FTHCHS35-0G0,"M18 FUEL  356mm (14"") Top Handle Chainsaw Bare Tool",EACH,1," 1,695,499.12 ",Picture,,,,,,,,,,,,,
M18 FTPS30-0,"M18 FUEL? Telescoping Pole Saw 305 mm (12"") ",EACH,1," 2,774,453.10 ",Picture,,,,,,,,,,,,,
M12 BHCS7L,M12 Handheld Sprayers 7L,EACH,1,,,,,,,,,,,,,,,
M12 FHS-0X,M12 FUEL HATCHET Pruning Saw,EACH,1," 1,153,617.60 ",Picture,,,,,,,,,,,,,
M12 FHT20-0,"M12 FUEL 203MM (8"") Hedge Trimmer",EACH,1," 613,462.41 ",Picture,,,,,,,,,,,,,
HD18 PXP-202C CN,"M18 PEX EXPANDER KIT (W/ 4 H HEAD NEW (6 BAR)\RED MILWAUKEE,HD18 PXP-202C CN",EACH,1," 3,263,404.21 ",Picture,,,,,,,,,,,,,
M18 BLSWP-0,M18 Brushless Stick Water Pump,EACH,1," 1,787,980.88 ",Picture,,,,,,,,,,,,,
M18 BTP-0,M18 Transfer Pump,EACH,1," 1,294,744.78 ",Picture,,,,,,,,,,,,,
M18 FVP5-0,"M18 Fuel? 5CFM Vacuum Pump, ASIA version",EACH,1," 2,712,798.58 ",Picture,,,,,,,,,,,,,
M18 HCC-0C ACSR SET,M18 6T ONEKEY Hydraulic Cable Cutter (w/ ACSR jaw/blade),EACH,1," 6,535,378.41 ",Picture,,,,,,,,,,,,,
M18 HCC125R-0C0,M18 FORCE LOGIC 125mm Underground Cable Cutter with Wireless Remote Bare Tool,EACH,1," 30,210,711.50 ",Picture,,,,,,,,,,,,,
M18 HCCT120-0C0 ,M18 Force Logic 120kN Hydraulic Crimper APJ version ,EACH,1," 15,351,973.81 ",Picture,,,,,,,,,,,,,
M18 HKP-0C,M18 FORCE LOGIC 6T Knockout Punch Bare Tool,EACH,1," 2,836,107.61 ",Picture,,,,,,,,,,,,,
M18 ONEBLPXPL-502C SET1 CN,"M18? FORCE LOGIC? 2"" - 3"" PROPEX? EXPANSION TOOL",EACH,1," 15,709,569.98 ",0,,,,,,,,,,,,,
M18 ONEHCCT60-0C0,M18 60kN Guillotine Crimper,EACH,1," 9,248,176.99 ",Picture,,,,,,,,,,,,,
C12 PXP-I06202C,M12 Pex Expander,EACH,1," 1,539,821.47 ",Picture,,,,,,,,,,,,,
C12 PXP-I10202C,M12 Compact PEX Expansion Tool Kit,EACH,1," 1,539,821.47 ",Picture,,,,,,,,,,,,,
49-16-2693,"EXACT 1/2"" to 2"" Knockout Set",EACH,1," 2,003,771.68 ",Picture,,,,,,,,,,,,,
49-16-2695,"EXACT 2-1/2"" to 4"" Knockout Set",EACH,1," 3,005,657.52 ",Picture,,,,,,,,,,,,,
M18 BHG-0,M18 Heat Gun,EACH,2," 582,635.15 ",Picture,,,,,,,,,,,,,
M18 BI-0,M18 Inflator,EACH,1," 924,817.70 ",Picture,,,,,,,,,,,,,
M18 FROP15-0,M18 FUEL 15mm Random Orbital Polisher Bare Tool,EACH,1," 1,202,263.01 ",Picture,,,,,,,,,,,,,
M18 FROP21-0X0,M18 Fuel? 21mm Random Orbital Polisher,EACH,1," 1,418,053.81 ",Picture,,,,,,,,,,,,,
M18 GG-0,M18 Grease Gun,EACH,1," 1,156,220.03 ",Picture,,,,,,,,,,,,,
M12 BI-0,M12 Inflator,EACH,1," 493,236.11 ",Picture,,,,,,,,,,,,,
M12 BPS-0,M12 Spot Polisher,EACH,1," 547,723.28 ",Picture,,,,,,,,,,,,,
M12 FBFL10-0,"M12 FUEL? 10 x 330mm  Bandfile (3/8"" x 13"")",EACH,1," 847,749.56 ",Picture,,,,,,,,,,,,,
M12 FDGA-0,M12 FUEL Right Angle Die Grinder,EACH,1," 960,182.73 ",Picture,,,,,,,,,,,,,
M12 FDGS-0,"M12 FUEL 1/4"" Straight Die Grinder",EACH,1," 960,182.73 ",Picture,,,,,,,,,,,,,
M12 GG-202B,M12 Grease Gun,EACH,1," 1,189,254.89 ",Picture,,,,,,,,,,,,,
M12 PCG/310C-202B,M12 Compact Caulk Gun with 310ml Cartridge Holder Local Repack,EACH,1," 1,192,758.56 ",Picture,,,,,,,,,,,,,
M12 PCG/600A-202B,M12 Compact Caulk Gun with 600ml Cartridge Holder Local Repack,EACH,1," 1,397,143.27 ",Picture,,,,,,,,,,,,,
M12 PCG-0,M12 Compact Caulk Gun console,EACH,1," 714,993.21 ",Picture,,,,,,,,,,,,,
352RL,"	BIG LOGO MIDWEIGHT HOODIE - RED L \ METCO \ 352RL",EACH,1," 215,790.80 ",Picture,,,,,,,,,,,,,
352RM,"	BIG LOGO MIDWEIGHT HOODIE - RED M \ METCO \ 352RM",EACH,1," 215,790.80 ",Picture,,,,,,,,,,,,,
352RS,"	BIG LOGO MIDWEIGHT HOODIE - RED S \ METCO \ 352RS",EACH,1," 215,790.80 ",Picture,,,,,,,,,,,,,
504BLXL,FF FITTED HAT - BLACK L/XL \ METCO \ 504BLXL,EACH,1," 98,647.22 ",Picture,,,,,,,,,,,,,
504BSM,FF FITTED HAT - BLACK S/M \ METCO \ 504BSM,EACH,1," 98,647.22 ",Picture,,,,,,,,,,,,,
